384,379,54
385,78,198
386,285,112
387,29,379
388,273,150
389,318,36
390,409,540
391,369,597
392,550,32
393,385,360
394,543,120
395,339,492
396,360,135
397,403,613
398,592,664
399,617,197
400,512,290
401,656,511
402,495,402
403,400,496
404,559,95
405,358,359
406,614,177
407,387,86
408,643,445
409,261,463
410,68,551
411,541,39
412,338,299
413,488,449
414,472,80
415,615,490
416,372,6
417,430,278
418,144,186
419,660,456
420,571,553
421,575,653
422,485,630
423,137,0
424,405,525
425,292,638
426,243,665
427,236,22
428,174,424
429,616,338
430,388,361
431,452,204
432,578,274
433,300,53
434,204,56
435,454,565
436,436,232
437,63,393
438,394,250
439,75,571
440,157,422
441,324,159
442,449,481
443,99,38
444,635,106
445,246,369
446,560,318
447,568,330
448,84,113
449,290,293
450,654,362
451,501,92
452,72,228
453,257,37
454,437,593
455,538,340
456,335,114
457,429,243
458,223,15
459,625,333
460,511,339
461,414,240
462,187,268
463,102,351
464,105,291
465,149,327
466,192,81
467,79,331
468,89,237
469,459,603
470,216,552
471,446,577
472,296,143
473,401,378
474,607,155
475,399,90
476,395,161
477,461,440
478,83,71
479,147,117
480,303,438
481,128,281
482,115,407
483,56,21
484,210,416
485,424,134
486,586,411
487,12,229
488,26,230
489,176,319
490,264,160
491,522,325
492,644,266
493,435,612
494,272,118
495,160,50
496,221,524
497,181,414
498,141,30
499,306,573
500,250,380
501,458,73
502,464,191
503,8,203
504,146,545
505,383,51
506,603,264
507,301,387
508,222,305
509,496,663
510,117,100
511,151,345
512,482,518
513,376,477
514,618,78
515,291,358
516,125,163
517,513,510
518,357,141
519,555,408
520,156,386
521,47,599
522,441,558
523,235,415
524,611,110
525,268,173
526,145,334
527,41,223
528,202,275
529,457,315
530,271,40
531,381,273
532,599,567
533,158,476
534,270,394
535,439,457
536,58,251
537,73,79
538,503,107
539,16,513
540,184,364
541,103,494
542,337,516
543,107,584
544,347,156
545,170,588
546,328,633
547,624,256
548,443,564
549,207,158
550,552,211
551,116,570
552,518,619
553,332,634
554,237,420
555,484,324
556,260,29
557,65,307
558,371,102
559,551,13
560,539,298
561,53,60
562,259,611
563,604,662
564,323,455
565,139,428
566,55,215
567,442,255
568,494,484
569,168,673
570,167,282
571,320,151
572,165,201
573,77,130
574,468,435
575,584,582
576,297,453
577,60,208
578,104,381
579,111,260
580,48,443
581,434,400
582,256,605
583,91,602
584,190,450
585,43,253
586,391,58
587,266,169
588,27,620
589,281,144
590,450,49
591,225,165
592,367,405
593,497,356
594,343,320
595,6,391
596,35,244
597,317,347
598,342,184
599,123,221
600,283,556
601,133,14
602,641,259
603,606,482
604,619,575
605,267,162
606,392,270
607,241,346
608,531,9
609,476,452
610,120,69
611,425,93
612,57,87
613,224,267
614,24,33
615,359,131
616,569,532
617,633,74
618,465,554
619,14,505
620,161,216
621,121,669
622,410,101
623,188,487
624,378,343
625,412,41
626,76,283
627,34,24
628,175,294
629,106,562
630,542,432
631,438,451
632,407,332
633,242,70
634,406,672
635,582,287
636,322,44
637,180,193
638,33,68
639,178,624
640,203,128
641,185,656
642,211,238
643,431,52
644,17,583
645,228,462
646,361,563
647,162,423
648,590,245
649,127,3
650,208,502
651,95,499
652,605,506
653,304,239
654,345,515
655,658,206
656,526,436
657,248,104
658,642,418
659,422,430
660,647,140
